gene,gscore,druggable,A,B
MEN1,0.484899999999999998,False,False,True
MEP1A,0.0749999999999999972,False,False,True
MERTK,0.313099999999999989,True,False,True
MESD,0,False,False,True
MEST,0.149999999999999994,False,False,True
MET,0.548900000000000055,True,True,True
METAP2,0.372499999999999998,True,False,True
METRN,0.149999999999999994,False,False,True
METRNL,0.149999999999999994,False,False,True
METTL1,0.225000000000000006,False,False,True
METTL12,0,False,False,True
METTL14,0.200000000000000011,False,False,True
METTL21C,0,False,False,True
METTL24,0,False,False,True
METTL25,0,False,False,True
METTL4,0.0749999999999999972,False,False,True
METTL7B,0.0749999999999999972,False,False,True
METTL9,0.149999999999999994,False,False,True
MFAP2,0.0749999999999999972,False,False,True
MFAP4,0.0749999999999999972,False,False,True
MFGE8,0.149999999999999994,False,False,True
MFN1,0.0749999999999999972,False,False,True
MFSD1,0.0749999999999999972,False,False,True
MFSD12,0,False,False,True
MFSD14B,0,False,False,True
MFSD3,0.0749999999999999972,False,False,True
MFSD5,0.0749999999999999972,False,False,True
MFSD8,0.0749999999999999972,False,False,True
MFSD9,0.0749999999999999972,False,False,True
MGARP,0,False,False,True
MGAT2,0.225000000000000006,False,False,True
MGEA5,0.149999999999999994,False,False,True
MGP,0.0749999999999999972,False,False,True
MGRN1,0.149999999999999994,False,False,True
MGST2,0.149999999999999994,True,False,True
MIB1,0.149999999999999994,False,False,True
MICAL1,0.200000000000000011,False,False,True
MICAL2,0.149999999999999994,False,False,True
MICALL2,0.149999999999999994,False,False,True
MICB,0.149999999999999994,False,False,True
MICU1,0,False,False,True
MID1IP1,0.0749999999999999972,False,False,True
MID2,0.225000000000000006,False,False,True
MIDN,0.149999999999999994,False,False,True
MIEF2,0,False,False,True
MIEN1,0,False,False,True
MIER3,0.100000000000000006,False,False,True
MINDY4,0,False,False,True
MINOS1,0,False,False,True
MINPP1,0.149999999999999994,False,False,True
MIOS,0.149999999999999994,False,False,True
MITD1,0.0749999999999999972,False,False,True
MITF,0.503199999999999981,False,False,True
MKI67,0.125,False,False,True
MKL1,0.441300000000000026,True,False,True
MKL2,0.149999999999999994,False,False,True
MKLN1,0.149999999999999994,False,False,True
MKNK1,0.348499999999999976,False,False,True
MKNK2,0.225000000000000006,False,False,True
MKS1,0.149999999999999994,False,False,True
MLANA,0.0749999999999999972,False,False,True
MLF1,0.174999999999999989,False,False,True
MLH1,0.432800000000000018,False,True,True
MLLT1,0.540599999999999969,False,False,True
MLLT6,0.497499999999999998,False,True,True
MLNR,0.0749999999999999972,True,False,True
MMACHC,0.0749999999999999972,True,False,True
MMD,0.149999999999999994,False,False,True
MMD2,0.149999999999999994,False,False,True
MMEL1,0.149999999999999994,False,False,True
MMP10,0.371199999999999974,True,False,True
MMP11,0.225000000000000006,True,False,True
MMP17,0.320900000000000019,True,False,True
MMP19,0.295200000000000018,True,False,True
MMP20,0.320299999999999974,True,False,True
MMP24,0.40079999999999999,True,False,True
MMP25,0.284200000000000008,True,False,True
MMP28,0.321500000000000008,True,False,True
MMP7,0.371999999999999997,True,False,True
MMP9,0.388799999999999979,True,False,True
MMS19,0.149999999999999994,False,False,True
MMS22L,0,False,False,True
MNS1,0.0749999999999999972,False,False,True
MOAP1,0.0749999999999999972,False,False,True
MOB2,0.0749999999999999972,False,False,True
MOB3A,0,False,False,True
MOB3C,0,False,False,True
MOCS3,0.0749999999999999972,False,False,True
MOGAT1,0.149999999999999994,False,False,True
MOGAT3,0.225000000000000006,False,False,True
MOK,0,False,False,True
MORC2,0.0749999999999999972,False,False,True
MORC2-AS1,0,False,False,True
MORN1,0.149999999999999994,False,False,True
MORN3,0.0749999999999999972,False,False,True
MORN5,0.0749999999999999972,False,False,True
MPC2,0,False,False,True
MPDU1,0.149999999999999994,False,False,True
MPHOSPH6,0.0749999999999999972,False,False,True
MPI,0.149999999999999994,True,False,True
MPIG6B,0,False,False,True
MPND,0.0749999999999999972,False,False,True
MPP4,0.0749999999999999972,False,False,True
MPP6,0.225000000000000006,False,False,True
MPPE1,0.149999999999999994,False,False,True
MPPED1,0.149999999999999994,False,False,True
MPRIP,0.149999999999999994,False,False,True
MPV17L,0.0749999999999999972,False,False,True
MPV17L2,0.0749999999999999972,False,False,True
MPZL1,0.149999999999999994,False,False,True
MR1,0.149999999999999994,False,False,True
MRAS,0.149999999999999994,False,False,True
MRE11,0,False,False,True
MRFAP1,0.0749999999999999972,False,False,True
MRFAP1L1,0.149999999999999994,False,False,True
MRGBP,0,False,False,True
MRGPRF,0.149999999999999994,False,False,True
MRGPRX3,0.0749999999999999972,False,False,True
MRGPRX4,0.149999999999999994,False,False,True
MRM1,0.0749999999999999972,False,False,True
MRM2,0,False,False,True
MRM3,0,False,False,True
MRNIP,0,False,False,True
MROH6,0,False,False,True
MROH7,0,False,False,True
MRPL1,0.0749999999999999972,False,False,True
MRPL15,0.149999999999999994,False,False,True
MRPL17,0.0749999999999999972,False,False,True
MRPL18,0.0749999999999999972,False,False,True
MRPL22,0.0749999999999999972,False,False,True
MRPL3,0.0749999999999999972,False,False,True
MRPL32,0.149999999999999994,False,False,True
MRPL38,0.225000000000000006,False,False,True
MRPL39,0.0749999999999999972,False,False,True
MRPL45,0.0749999999999999972,False,False,True
MRPL47,0.149999999999999994,False,False,True
MRPL51,0.0749999999999999972,False,False,True
MRPL52,0.0749999999999999972,False,False,True
MRPL58,0,False,False,True
MRPS10,0.0749999999999999972,False,False,True
MRPS11,0.0749999999999999972,False,False,True
MRPS15,0.0749999999999999972,False,False,True
MRPS18C,0.0749999999999999972,False,False,True
MRPS22,0.0749999999999999972,False,False,True
MRPS24,0.0749999999999999972,False,False,True
MRPS33,0.149999999999999994,False,False,True
MRPS35,0.0749999999999999972,False,False,True
MRPS5,0.0749999999999999972,False,False,True
MRPS9,0.0749999999999999972,False,False,True
MRS2,0.149999999999999994,False,False,True
MS4A3,0,False,False,True
MS4A4A,0.149999999999999994,False,False,True
MS4A5,0.0749999999999999972,False,False,True
MS4A6A,0.149999999999999994,False,False,True
MSANTD3,0,False,False,True
MSC,0.0749999999999999972,False,False,True
MSH4,0.0749999999999999972,False,False,True
MSI1,0.0749999999999999972,False,False,True
MSI2,0.626000000000000001,False,False,True
MSMB,0.0749999999999999972,False,False,True
MSMO1,0.237600000000000006,True,False,True
MSRB1,0,False,False,True
MSRB2,0.225000000000000006,False,False,True
MSRB3,0.0749999999999999972,False,False,True
MST1,0.174999999999999989,False,False,True
MST1R,0.375599999999999989,True,False,True
MSTN,0.272399999999999975,True,False,True
MSX2,0.149999999999999994,False,False,True
MT1A,0.149999999999999994,False,False,True
MT1HL1,0,False,False,True
MT1X,0.0749999999999999972,False,False,True
MT2A,0.0749999999999999972,False,False,True
MT3,0.299999999999999989,False,False,True
MTA2,0.0749999999999999972,False,False,True
MTCH1,0.149999999999999994,False,False,True
MTCH2,0.0749999999999999972,False,False,True
MTCP1,0.25,False,True,True
MTF1,0.0749999999999999972,False,False,True
MTF2,0.149999999999999994,False,False,True
MTFMT,0.3876,True,False,True
MTFP1,0,False,False,True
MTFR1,0.149999999999999994,False,False,True
MTG1,0.0749999999999999972,False,True,True
MTHFD1,0.495900000000000007,True,False,True
MTHFD1L,0.149999999999999994,False,False,True
MTHFD2,0.265000000000000013,True,False,True
MTHFD2L,0.0749999999999999972,False,False,True
MTHFS,0.149999999999999994,False,False,True
MTIF2,0.149999999999999994,False,False,True
MTIF3,0.149999999999999994,False,False,True
MTMR12,0.149999999999999994,False,False,True
MTMR2,0.149999999999999994,False,False,True
MTMR3,0.225000000000000006,False,False,True
MTMR6,0.149999999999999994,False,False,True
MTMR9,0.149999999999999994,False,False,True
MTMR9LP,0,False,False,True
MTO1,0.149999999999999994,False,False,True
MTR,0.0749999999999999972,True,False,True
MTRF1,0.0749999999999999972,False,False,True
MTRF1L,0.0749999999999999972,False,False,True
MTRNR2L3,0,False,False,True
MTRNR2L8,0,False,False,True
MTSS1,0.225000000000000006,False,True,True
MTURN,0,False,False,True
MTUS1,0.149999999999999994,False,False,True
MTX2,0.0749999999999999972,False,False,True
MUC1,0.174999999999999989,True,False,True
MUC17,0.275000000000000022,False,False,True
MUC20,0.225000000000000006,False,False,True
MUC6,0.149999999999999994,False,False,True
MUS81,0.149999999999999994,False,False,True
MUT,0.265100000000000002,True,False,True
MUTYH,0.174999999999999989,False,False,True
MVB12B,0,False,False,True
MXRA7,0.0749999999999999972,False,False,True
MYADM,0.0749999999999999972,False,False,True
MYADML2,0.0749999999999999972,False,False,True
MYB,0.761499999999999955,False,True,True
MYBL2,0.501600000000000046,False,False,True
MYBPC1,0.0749999999999999972,False,False,True
MYBPC3,0.149999999999999994,False,False,True
MYBPHL,0.0749999999999999972,False,False,True
MYCBPAP,0.149999999999999994,False,False,True
MYCN,0.55149999999999999,False,True,True
MYEOV,0.149999999999999994,False,False,True
MYH1,0.0749999999999999972,False,False,True
MYH10,0.149999999999999994,False,False,True
MYH11,0.174999999999999989,False,False,True
MYH14,0.0749999999999999972,True,False,True
MYH3,0.149999999999999994,False,False,True
MYH4,0.0749999999999999972,False,False,True
MYH8,0.0749999999999999972,False,False,True
MYL3,0.149999999999999994,False,False,True
MYL7,0.0749999999999999972,False,False,True
MYL9,0.0749999999999999972,False,False,True
MYLIP,0.149999999999999994,False,False,True
MYLK2,0.292700000000000016,True,False,True
MYLK4,0.149999999999999994,False,False,True
MYNN,0.149999999999999994,False,False,True
MYO10,0.149999999999999994,False,True,True
MYO15A,0.225000000000000006,False,True,True
MYO18A,0.0749999999999999972,False,False,True
MYO19,0.0749999999999999972,False,False,True
MYO1B,0.0749999999999999972,False,False,True
MYO1F,0.149999999999999994,False,False,True
MYO5B,0.149999999999999994,False,False,True
MYO6,0.0749999999999999972,False,False,True
MYO9A,0.149999999999999994,False,False,True
MYO9B,0.149999999999999994,False,False,True
MYOD1,0.25,False,False,True
MYOG,0.0749999999999999972,False,False,True
MYOM1,0.149999999999999994,False,False,True
MYOM2,0.149999999999999994,False,True,True
MYOM3,0.0749999999999999972,False,False,True
MYRF,0,False,False,True
MYT1,0.449400000000000022,False,False,True
MYT1L,0.149999999999999994,False,False,True
MYZAP,0,False,False,True
MZF1,0.149999999999999994,False,False,True
MZT1,0,False,False,True
N6AMT1,0.149999999999999994,False,False,True
NAA11,0.149999999999999994,False,False,True
NAA35,0.0749999999999999972,False,False,True
NAA40,0.0749999999999999972,False,False,True
NAAA,0.149999999999999994,False,False,True
NAALADL1,0.149999999999999994,False,False,True
NAB1,0.149999999999999994,False,False,True
NABP2,0,False,False,True
NACA,0.396299999999999986,False,False,True
NACAD,0.149999999999999994,False,False,True
NACC1,0.0749999999999999972,False,False,True
NADK,0.149999999999999994,False,False,True
NAE1,0.294999999999999984,True,False,True
NAGA,0.339000000000000024,True,False,True
NAGLU,0.254800000000000026,True,False,True
NAGPA,0.225000000000000006,True,False,True
NAIF1,0.0749999999999999972,False,False,True
NAIP,0.0749999999999999972,False,False,True
NAMPT,0.235699999999999993,True,False,True
NANOGNB,0,False,False,True
NANOS1,0.0749999999999999972,False,False,True
NAP1L1,0.0749999999999999972,False,False,True
NAP1L3,0.149999999999999994,False,False,True
NAP1L4,0.0749999999999999972,False,False,True
NAP1L5,0.0749999999999999972,False,False,True
NAPRT,0,False,False,True
NARF,0.149999999999999994,False,False,True
NARFL,0.149999999999999994,False,False,True
NARS,0.149999999999999994,True,False,True
NAT10,0.149999999999999994,False,False,True
NAT2,0.149999999999999994,False,False,True
NAV1,0.200000000000000011,False,False,True
NBEAL2,0.225000000000000006,False,False,True
NBL1,0.0749999999999999972,False,False,True
NBPF3,0.149999999999999994,False,False,True
NBR1,0.0749999999999999972,False,False,True
NCALD,0.149999999999999994,False,False,True
NCAM2,0.149999999999999994,False,False,True
NCAN,0.420899999999999996,True,False,True
NCAPG,0.0749999999999999972,False,False,True
NCAPH,0.149999999999999994,False,False,True
NCBP1,0.149999999999999994,False,False,True
NCBP2,0.149999999999999994,False,False,True
NCF2,0.149999999999999994,False,False,True
NCKAP1,0.0749999999999999972,False,False,True
NCKAP1L,0.149999999999999994,False,False,True
NCKIPSD,0.25,False,False,True
NCL,0.149999999999999994,False,False,True
NCOA1,0.174999999999999989,True,False,True
NCOA2,0.56579999999999997,True,True,True
NCOA3,0.539599999999999969,False,False,True
NCOA4,0.513800000000000034,False,False,True
NCOA5,0.355999999999999983,True,False,True
NCOA6,0.149999999999999994,False,False,True
NCOA7,0.0749999999999999972,False,False,True
NCOR1,0.450000000000000011,False,False,True
NCOR2,0.349999999999999978,False,True,True
NCR2,0.0749999999999999972,False,False,True
NCR3LG1,0,False,False,True
NDC80,0.0749999999999999972,False,False,True
NDEL1,0.149999999999999994,False,False,True
NDN,0.225000000000000006,False,False,True
NDRG2,0.0749999999999999972,False,False,True
NDRG3,0.0749999999999999972,False,False,True
NDRG4,0.149999999999999994,False,False,True
NDST1,0.433900000000000008,True,False,True
NDUFA10,0.328100000000000003,True,False,True
NDUFA13,0.246400000000000008,True,False,True
NDUFA4L2,0.360499999999999987,True,False,True
NDUFA5,0.256000000000000005,True,False,True
NDUFA8,0.28510000000000002,True,False,True
NDUFA9,0.318900000000000017,True,False,True
NDUFAB1,0.230899999999999994,True,False,True
NDUFAF1,0.0749999999999999972,False,False,True
NDUFAF2,0.225000000000000006,False,False,True
NDUFAF3,0.149999999999999994,False,False,True
NDUFAF4,0.0749999999999999972,False,False,True
NDUFAF5,0,False,False,True
NDUFAF6,0,False,False,True
NDUFAF7,0,False,False,True
NDUFB1,0.149999999999999994,True,False,True
NDUFB10,0.292800000000000005,True,False,True
NDUFB2,0.36180000000000001,True,False,True
NDUFB3,0.233300000000000007,True,False,True
NDUFB4,0.197899999999999993,True,False,True
NDUFB5,0.356399999999999995,True,False,True
NDUFB6,0.405399999999999983,True,False,True
NDUFB9,0.343000000000000027,True,True,True
NDUFC1,0.149999999999999994,True,False,True
NDUFC2,0.149999999999999994,True,False,True
NDUFS1,0.420399999999999996,True,False,True
NDUFS5,0.149999999999999994,True,False,True
NDUFS6,0.440900000000000014,True,False,True
NDUFS7,0.340600000000000014,True,False,True
NDUFS8,0.341700000000000004,True,False,True
NDUFV1,0.312699999999999978,True,False,True
NECTIN2,0,False,False,True
NEDD1,0.0749999999999999972,False,False,True
NEDD4L,0.492499999999999993,False,False,True
NEDD9,0.149999999999999994,False,False,True
NEFM,0.149999999999999994,False,False,True
NEGR1,0.149999999999999994,False,False,True
NEK1,0.395399999999999974,False,False,True
NEK10,0.149999999999999994,False,False,True
NEK11,0.485899999999999999,True,False,True
NEK7,0.347299999999999998,False,False,True
NEK9,0.391900000000000026,False,False,True
NELFA,0,False,False,True
NEMF,0.0749999999999999972,False,False,True
NEMP2,0,False,False,True
NENF,0.0749999999999999972,False,False,True
NEO1,0.149999999999999994,False,False,True
NES,0.149999999999999994,False,False,True
NETO1,0.0749999999999999972,False,False,True
NETO2,0.149999999999999994,False,False,True
NEU1,0.149999999999999994,False,False,True
NEU2,0.0749999999999999972,True,False,True
NEURL1,0,False,False,True
NEURL4,0.149999999999999994,False,False,True
NEUROD1,0.149999999999999994,False,False,True
NEUROD6,0.149999999999999994,False,False,True
NEUROG1,0.0749999999999999972,False,False,True
NEUROG3,0.149999999999999994,False,False,True
NFAM1,0.149999999999999994,False,False,True
NFAT5,0.149999999999999994,False,False,True
NFATC2,0.25,False,True,True
NFATC2IP,0.225000000000000006,False,False,True
NFATC3,0.149999999999999994,False,False,True
NFATC4,0.299999999999999989,False,False,True
NFE2L1,0.355899999999999994,True,False,True
NFE2L2,0.689899999999999958,False,False,True
NFE2L3,0.149999999999999994,False,False,True
NFIB,0.25,False,True,True
NFIC,0.225000000000000006,False,False,True
NFIL3,0.149999999999999994,False,False,True
NFIX,0.149999999999999994,False,False,True
NFKB1,0.260199999999999987,True,False,True
NFKB2,0.433300000000000018,True,False,True
NFKBIA,0.396600000000000008,True,False,True
NFKBIB,0.225000000000000006,False,False,True
NFKBID,0.0749999999999999972,False,False,True
NFKBIE,0.174999999999999989,False,False,True
NFU1,0.0749999999999999972,False,False,True
NFX1,0.149999999999999994,False,False,True
NFYC,0.0749999999999999972,False,False,True
NGDN,0.0749999999999999972,False,False,True
NGFR,0.0749999999999999972,True,False,True
NGLY1,0.149999999999999994,False,False,True
NHEJ1,0.0749999999999999972,False,False,True
NHLRC1,0.225000000000000006,False,False,True
NHLRC3,0.149999999999999994,False,False,True
NHSL1,0.0749999999999999972,False,True,True
NID1,0.346499999999999975,True,False,True
NIM1K,0,False,False,True
NIP7,0.0749999999999999972,False,False,True
NIPA2,0.149999999999999994,False,False,True
NIPAL2,0.149999999999999994,False,False,True
NIPSNAP1,0.149999999999999994,False,False,True
NIPSNAP3B,0.0749999999999999972,False,False,True
NISCH,0.149999999999999994,True,False,True
NIT2,0.0749999999999999972,False,False,True
NKAIN1,0.0749999999999999972,False,False,True
NKAIN3,0.149999999999999994,False,False,True
NKAPL,0.0749999999999999972,False,False,True
NKD2,0.149999999999999994,False,False,True
NKIRAS1,0.0749999999999999972,False,False,True
NKX2-1,0.25,False,False,True
NKX2-3,0.149999999999999994,False,False,True
NKX2-5,0.225000000000000006,False,False,True
NKX2-6,0.149999999999999994,False,False,True
NKX2-8,0.0749999999999999972,False,False,True
NKX3-1,0.0749999999999999972,False,False,True
NLK,0.37280000000000002,False,False,True
NLRC5,0.149999999999999994,False,False,True
NLRP13,0.0749999999999999972,False,False,True
NLRP3,0.573699999999999988,False,False,True
NLRP5,0.0749999999999999972,False,False,True
NLRP6,0.0749999999999999972,False,False,True
NLRX1,0.149999999999999994,False,False,True
NMBR,0.225000000000000006,False,False,True
NME2,0.149999999999999994,True,False,True
NME5,0.149999999999999994,False,False,True
NME8,0,False,False,True
NMI,0.149999999999999994,False,False,True
NMNAT1,0.3503,True,False,True
NMRAL1,0.418899999999999995,True,False,True
NMT1,0.313199999999999978,True,False,True
NMUR1,0.149999999999999994,False,False,True
NOA1,0,False,False,True
NOC4L,0.0749999999999999972,False,False,True
NOCT,0,False,False,True
NOD1,0.149999999999999994,False,False,True
NODAL,0.0749999999999999972,False,False,True
NOL11,0.0749999999999999972,False,False,True
NOL3,0.0749999999999999972,False,False,True
NOL4,0.149999999999999994,False,False,True
NOL7,0.0749999999999999972,False,False,True
NOM1,0.149999999999999994,False,False,True
NOMO3,0.0749999999999999972,False,False,True
NOP2,0.0749999999999999972,False,False,True
NOP56,0.0749999999999999972,False,False,True
NOTCH1,0.704500000000000015,True,False,True
NOTO,0.149999999999999994,False,False,True
NOV,0.276399999999999979,True,False,True
NPAS4,0.149999999999999994,False,False,True
NPAT,0.149999999999999994,False,False,True
NPBWR1,0.149999999999999994,False,False,True
NPBWR2,0.225000000000000006,False,False,True
NPC1L1,0.149999999999999994,True,False,True
NPEPPS,0.149999999999999994,True,False,True
NPFF,0.0749999999999999972,False,False,True
NPFFR1,0.0749999999999999972,False,False,True
NPFFR2,0.149999999999999994,False,False,True
NPL,0.149999999999999994,False,False,True
NPLOC4,0.0749999999999999972,False,False,True
NPM2,0.149999999999999994,False,False,True
NPM3,0.0749999999999999972,False,False,True
NPNT,0.149999999999999994,False,False,True
NPPA,0.0749999999999999972,False,False,True
NPPC,0.0749999999999999972,False,False,True
NPR2,0.333500000000000019,True,False,True
NPR3,0.383799999999999975,True,False,True
NPTXR,0.149999999999999994,False,False,True
NPW,0.0749999999999999972,False,False,True
NPY,0.0749999999999999972,True,False,True
NR1H2,0.331399999999999972,True,False,True
NR1H3,0.367900000000000005,True,False,True
NR1H4,0.270399999999999974,True,False,True
NR2C2,0.149999999999999994,False,False,True
NR2E1,0.149999999999999994,False,False,True
NR2F1,0.446400000000000019,False,False,True
NR2F6,0.0749999999999999972,False,False,True
NR4A1,0.149999999999999994,False,False,True
NR4A2,0.200000000000000011,False,False,True
NR5A1,0.341500000000000026,False,False,True
NR5A2,0.149999999999999994,False,False,True
NRAP,0.149999999999999994,False,False,True
NRAS,0.671499999999999986,False,True,True
NRBP1,0.3745,False,False,True
NRDC,0,False,False,True
NRF1,0.149999999999999994,False,False,True
NRG3,0.0749999999999999972,False,False,True
NRN1,0.0749999999999999972,False,False,True
NRN1L,0.149999999999999994,False,False,True
NRP1,0.0749999999999999972,True,False,True
NSD3,0,False,False,True
NSF,0.136899999999999994,True,False,True
NSG2,0,False,False,True
NSMAF,0.149999999999999994,False,False,True
NSMCE1,0.149999999999999994,False,False,True
NSMCE3,0,False,False,True
NSMF,0,False,False,True
NSUN2,0.149999999999999994,False,False,True
NSUN5,0.149999999999999994,False,False,True
NT5C,0.149999999999999994,False,False,True
NT5C2,0.455699999999999994,True,False,True
NT5C3A,0,False,False,True
NT5C3B,0,False,False,True
NT5DC2,0.225000000000000006,False,False,True
NTF3,0.225000000000000006,True,False,True
NTM,0.0749999999999999972,False,False,True
NTN5,0.149999999999999994,False,False,True
NTNG1,0.149999999999999994,False,False,True
NTNG2,0.0749999999999999972,False,False,True
NTPCR,0,False,False,True
NTS,0,False,False,True
NTSR2,0.338399999999999979,True,False,True
NUAK1,0.174199999999999994,False,False,True
NUBP1,0.149999999999999994,False,False,True
NUBPL,0.149999999999999994,False,True,True
NUDC,0.0749999999999999972,False,False,True
NUDCD1,0.149999999999999994,False,False,True
NUDCD2,0.0749999999999999972,False,False,True
NUDT12,0.149999999999999994,False,False,True
NUDT15,0.149999999999999994,False,False,True
NUDT16L1,0.0749999999999999972,False,False,True
NUDT17,0.149999999999999994,False,False,True
NUDT18,0.149999999999999994,False,False,True
NUDT4,0.149999999999999994,False,False,True
NUDT5,0.149999999999999994,False,False,True
NUDT7,0.0749999999999999972,False,False,True
NUF2,0.0749999999999999972,False,False,True
NUFIP1,0.149999999999999994,False,False,True
NUMBL,0.149999999999999994,False,False,True
NUP107,0.149999999999999994,False,False,True
NUP188,0.0749999999999999972,False,False,True
NUP210,0.149999999999999994,False,False,True
NUP214,0.478899999999999992,False,False,True
NUP37,0.0749999999999999972,False,False,True
NUP43,0.0749999999999999972,False,False,True
NUPL2,0.149999999999999994,False,False,True
NUS1,0.0749999999999999972,False,False,True
NUSAP1,0.0749999999999999972,False,False,True
NUTF2,0.149999999999999994,False,False,True
NUTM2B,0.100000000000000006,False,False,True
NUTM2F,0,False,False,True
NUTM2G,0,False,False,True
NWD1,0.149999999999999994,False,False,True
NWD2,0,False,False,True
NXF1,0.149999999999999994,False,False,True
NXNL2,0.149999999999999994,False,False,True
NXPH3,0.0749999999999999972,False,False,True
NXT1,0.149999999999999994,False,False,True
NYX,0.0749999999999999972,False,False,True
OAS2,0.0749999999999999972,False,False,True
OAS3,0.0749999999999999972,False,False,True
OAZ1,0.350999999999999979,True,False,True
OBSL1,0.149999999999999994,False,False,True
OC90,0.149999999999999994,False,False,True
OCA2,0.149999999999999994,False,False,True
OCLM,0.149999999999999994,False,False,True
OCM,0.149999999999999994,False,False,True
ODAM,0.0749999999999999972,False,False,True
ODF1,0.0749999999999999972,False,False,True
ODF4,0.100000000000000006,False,True,True
OGDH,0.306400000000000006,True,False,True
OGFOD3,0,False,False,True
OGG1,0.312400000000000011,False,False,True
OGN,0.0749999999999999972,False,False,True
OGT,0.149999999999999994,False,False,True
OIP5,0.0749999999999999972,False,False,True
OLA1,0.0749999999999999972,False,False,True
OLFM4,0.149999999999999994,False,False,True
OLFML2B,0.149999999999999994,False,False,True
OLIG1,0.149999999999999994,False,False,True
OLIG2,0.25,False,False,True
OLIG3,0.149999999999999994,False,False,True
OMA1,0.0749999999999999972,False,False,True
OMD,0.174999999999999989,False,False,True
OMG,0.378199999999999981,False,False,True
ONECUT1,0.149999999999999994,False,False,True
OPA1,0.149999999999999994,False,False,True
OPCML,0.0749999999999999972,False,True,True
OPN4,0.149999999999999994,False,False,True
OPN5,0.149999999999999994,False,False,True
OPRK1,0.149999999999999994,True,False,True
OPRL1,0.149999999999999994,True,False,True
OPTC,0.0749999999999999972,False,False,True
OR10A4,0.0749999999999999972,False,False,True
OR10A6,0.0749999999999999972,False,False,True
OR10AG1,0.0749999999999999972,False,False,True
OR10C1,0.0749999999999999972,False,False,True
OR10H3,0.149999999999999994,False,False,True
OR10R2,0.0749999999999999972,False,False,True
OR10T2,0.0749999999999999972,False,False,True
OR11G2,0.0749999999999999972,False,False,True
OR11H1,0.0749999999999999972,False,False,True
OR11H6,0.0749999999999999972,False,False,True
OR11L1,0.149999999999999994,False,False,True
OR13A1,0.149999999999999994,False,False,True
OR13C8,0.0749999999999999972,False,False,True
OR1A1,0.149999999999999994,False,False,True
OR1A2,0.149999999999999994,False,False,True
OR1C1,0.0749999999999999972,False,False,True
OR1J4,0.0749999999999999972,False,False,True
OR1L6,0.0749999999999999972,False,False,True
OR2A1,0,False,False,True
OR2A4,0.0749999999999999972,False,False,True
OR2B11,0.0749999999999999972,False,False,True
OR2B6,0.0749999999999999972,False,False,True
OR2C1,0.0749999999999999972,False,False,True
OR2C3,0.0749999999999999972,False,False,True
OR2D3,0.149999999999999994,False,False,True
OR2F2,0.0749999999999999972,False,False,True
OR2G6,0.0749999999999999972,False,False,True
OR2L13,0.427700000000000025,False,False,True
OR2L2,0.0749999999999999972,False,False,True
OR2L5,0,False,False,True
OR2M7,0.0749999999999999972,False,False,True
OR2S2,0.0749999999999999972,False,False,True
OR2T2,0.0749999999999999972,False,False,True
OR2T27,0.149999999999999994,False,False,True
OR2T33,0.0749999999999999972,False,False,True
OR2T35,0.0749999999999999972,False,False,True
OR2T5,0.0749999999999999972,False,False,True
OR2T8,0.0749999999999999972,False,False,True
OR2V2,0.0749999999999999972,False,False,True
OR2W1,0.0749999999999999972,False,False,True
OR2Y1,0.0749999999999999972,False,False,True
OR4C3,0.0749999999999999972,False,False,True
OR4D2,0.0749999999999999972,False,False,True
OR4E2,0.0749999999999999972,False,False,True
OR4K1,0.0749999999999999972,False,False,True
OR4K13,0.0749999999999999972,False,False,True
OR4L1,0.0749999999999999972,False,False,True
OR4N5,0.0749999999999999972,False,False,True
OR4X2,0.0749999999999999972,False,False,True
OR51E1,0.0749999999999999972,False,False,True
OR51M1,0.0749999999999999972,False,False,True
OR52H1,0.0749999999999999972,False,False,True
OR52I2,0.149999999999999994,False,False,True
OR52L1,0.149999999999999994,False,False,True
OR52N2,0.0749999999999999972,False,False,True
OR52W1,0.0749999999999999972,False,False,True
OR56B4,0,False,False,True
OR5A2,0.0749999999999999972,False,False,True
OR5AU1,0.0749999999999999972,False,False,True
OR5B3,0.0749999999999999972,False,False,True
OR5H1,0.0749999999999999972,False,False,True
OR5L2,0.0749999999999999972,False,False,True
OR5M11,0.0749999999999999972,False,False,True
OR5P2,0.0749999999999999972,False,False,True
OR6A2,0.149999999999999994,False,False,True
OR6B1,0.0749999999999999972,False,False,True
OR6C2,0.0749999999999999972,False,False,True
OR6C3,0.0749999999999999972,False,False,True
OR6C4,0.0749999999999999972,False,False,True
OR6K6,0.0749999999999999972,False,False,True
OR7A17,0.0749999999999999972,False,False,True
OR7A5,0,False,False,True
OR7D2,0.0749999999999999972,False,False,True
OR8D1,0.149999999999999994,False,False,True
OR8D2,0.0749999999999999972,False,False,True
OR8K5,0.0749999999999999972,False,False,True
OR9G1,0,False,False,True
OR9Q2,0.0749999999999999972,False,False,True
ORAI1,0.0749999999999999972,False,False,True
ORAI3,0.149999999999999994,False,False,True
ORC1,0,False,False,True
ORMDL1,0.0749999999999999972,False,False,True
OS9,0.149999999999999994,False,False,True
OSBPL3,0.149999999999999994,False,False,True
OSBPL6,0.0749999999999999972,False,False,True
OSBPL9,0.0749999999999999972,False,False,True
OSER1,0,False,False,True
OSGEPL1,0.0749999999999999972,False,False,True
OSGIN1,0.149999999999999994,False,False,True
OSGIN2,0.149999999999999994,False,False,True
OSTF1,0.0749999999999999972,False,False,True
